name,price,expansion,finish,rarity,art_link
Broomstick Witch,0.07,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667040/sorcery-contested-realm-gothic-broomstick-witch
Broomstick Witch Foil,3.13,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667041/sorcery-contested-realm-gothic-broomstick-witch-foil
Bull Whip,0.14,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667042/sorcery-contested-realm-gothic-bull-whip
Bull Whip Foil,1.58,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667043/sorcery-contested-realm-gothic-bull-whip-foil
Bureau of Occult Control,0.65,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667044/sorcery-contested-realm-gothic-bureau-of-occult-control
Bureau of Occult Control Foil,12.9,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667045/sorcery-contested-realm-gothic-bureau-of-occult-control-foil
Buried Alive,0.1,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667046/sorcery-contested-realm-gothic-buried-alive
Buried Alive Foil,3.96,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667047/sorcery-contested-realm-gothic-buried-alive-foil
Cage of Sidrak,6.49,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667048/sorcery-contested-realm-gothic-cage-of-sidrak
Call of the Sea,0.67,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667050/sorcery-contested-realm-gothic-call-of-the-sea
Call of the Sea Foil,18.85,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667051/sorcery-contested-realm-gothic-call-of-the-sea-foil
Carrion Beetles,0.08,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667052/sorcery-contested-realm-gothic-carrion-beetles
Carrion Beetles Foil,3.19,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667053/sorcery-contested-realm-gothic-carrion-beetles-foil
Carrionette,0.17,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667054/sorcery-contested-realm-gothic-carrionette
Carrionette Foil,2.85,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667055/sorcery-contested-realm-gothic-carrionette-foil
Cemetery Rats,0.12,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667056/sorcery-contested-realm-gothic-cemetery-rats
Cemetery Rats Foil,4.24,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667057/sorcery-contested-realm-gothic-cemetery-rats-foil
Chaoswish,5.1,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667058/sorcery-contested-realm-gothic-chaoswish
Chaoswish Foil,124.84,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667059/sorcery-contested-realm-gothic-chaoswish-foil
Char Omphalos,57.43,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667060/sorcery-contested-realm-gothic-char-omphalos
Char Omphalos Foil,157.52,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667061/sorcery-contested-realm-gothic-char-omphalos-foil
Cherubim,0.42,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667062/sorcery-contested-realm-gothic-cherubim
Cherubim Foil,13.56,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667063/sorcery-contested-realm-gothic-cherubim-foil
Chorus of Condemnation,3.48,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667064/sorcery-contested-realm-gothic-chorus-of-condemnation
City of Glass,21.61,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667066/sorcery-contested-realm-gothic-city-of-glass
City of Glass Foil,99.85,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667067/sorcery-contested-realm-gothic-city-of-glass-foil
City of Plenty,7.51,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667068/sorcery-contested-realm-gothic-city-of-plenty
City of Souls,23.94,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667070/sorcery-contested-realm-gothic-city-of-souls
City of Souls Foil,79.89,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667071/sorcery-contested-realm-gothic-city-of-souls-foil
City of Traitors,5.44,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667072/sorcery-contested-realm-gothic-city-of-traitors
City of Traitors Foil,96.74,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667073/sorcery-contested-realm-gothic-city-of-traitors-foil
Clairvoyant,0.46,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667074/sorcery-contested-realm-gothic-clairvoyant
Clairvoyant Foil,12.88,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667075/sorcery-contested-realm-gothic-clairvoyant-foil
Clay Golem,0.16,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667076/sorcery-contested-realm-gothic-clay-golem
Clay Golem Foil,2.94,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667077/sorcery-contested-realm-gothic-clay-golem-foil
Consecrate,0.16,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667078/sorcery-contested-realm-gothic-consecrate
Consecrate Foil,2.41,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667079/sorcery-contested-realm-gothic-consecrate-foil
Consecrated Ground,0.16,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667080/sorcery-contested-realm-gothic-consecrated-ground
Consecrated Ground Foil,2.38,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667081/sorcery-contested-realm-gothic-consecrated-ground-foil
Corpse Catapult,0.31,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667082/sorcery-contested-realm-gothic-corpse-catapult
Corpse Catapult Foil,5.66,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667083/sorcery-contested-realm-gothic-corpse-catapult-foil
Corpse Explosion,0.37,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667084/sorcery-contested-realm-gothic-corpse-explosion
Corpse Explosion Foil,5.12,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667085/sorcery-contested-realm-gothic-corpse-explosion-foil
Corruptor,0.46,Gothic,Standard,,https://www.tcgplayer.com/product/667086/sorcery-contested-realm-gothic-corruptor
Corruptor Foil,53.13,Gothic,Foil,,https://www.tcgplayer.com/product/667087/sorcery-contested-realm-gothic-corruptor-foil
Corruptor Freak,0.22,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667088/sorcery-contested-realm-gothic-corruptor-freak
Corruptor Freak Foil,2.07,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667089/sorcery-contested-realm-gothic-corruptor-freak-foil
Cranky Overseer,0.49,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667090/sorcery-contested-realm-gothic-cranky-overseer
Cranky Overseer Foil,9.72,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667091/sorcery-contested-realm-gothic-cranky-overseer-foil
Crawler,0.05,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667092/sorcery-contested-realm-gothic-crawler
Crawler Foil,3.59,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667093/sorcery-contested-realm-gothic-crawler-foil
Crawling Congregation,0.48,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667094/sorcery-contested-realm-gothic-crawling-congregation
Crawling Congregation Foil,8.71,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667095/sorcery-contested-realm-gothic-crawling-congregation-foil
Croaking Swamp,0.14,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667096/sorcery-contested-realm-gothic-croaking-swamp
Croaking Swamp Foil,6.97,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667097/sorcery-contested-realm-gothic-croaking-swamp-foil
Croll Morlocks,0.14,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667098/sorcery-contested-realm-gothic-croll-morlocks
Croll Morlocks Foil,2.16,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667099/sorcery-contested-realm-gothic-croll-morlocks-foil
Crucifix,0.41,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667100/sorcery-contested-realm-gothic-crucifix
Crucifix Foil,15.83,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667101/sorcery-contested-realm-gothic-crucifix-foil
Cursed Iron,0.43,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667102/sorcery-contested-realm-gothic-cursed-iron
Cursed Iron Foil,8.56,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667103/sorcery-contested-realm-gothic-cursed-iron-foil
Dank Omphalos,66.32,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667104/sorcery-contested-realm-gothic-dank-omphalos
Dank Omphalos Foil,194.12,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667105/sorcery-contested-realm-gothic-dank-omphalos-foil
Dark Alley,0.15,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667106/sorcery-contested-realm-gothic-dark-alley
Dark Alley Foil,3.21,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667107/sorcery-contested-realm-gothic-dark-alley-foil
Darkest Dungeon,3.69,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667108/sorcery-contested-realm-gothic-darkest-dungeon
Day of Judgment,4.94,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667110/sorcery-contested-realm-gothic-day-of-judgment
Day of Judgment Foil,70.4,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667111/sorcery-contested-realm-gothic-day-of-judgment-foil
De Vermis Mysteriis,6.46,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667138/sorcery-contested-realm-gothic-de-vermis-mysteriis
Death Knight,0.24,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667112/sorcery-contested-realm-gothic-death-knight
Death Knight Foil,2.48,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667113/sorcery-contested-realm-gothic-death-knight-foil
Deathwish,4.53,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667114/sorcery-contested-realm-gothic-deathwish
Deathwish Foil,81.28,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667115/sorcery-contested-realm-gothic-deathwish-foil
Deep Sea,0.54,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667116/sorcery-contested-realm-gothic-deep-sea
Deep Sea Foil,10.09,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667117/sorcery-contested-realm-gothic-deep-sea-foil
Defiler Spire,7.08,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667118/sorcery-contested-realm-gothic-defiler-spire
Deliverance,4.6,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667120/sorcery-contested-realm-gothic-deliverance
Deliverance Foil,51.41,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667121/sorcery-contested-realm-gothic-deliverance-foil
Demon Hunter,0.13,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667122/sorcery-contested-realm-gothic-demon-hunter
Demon Hunter Foil,1.82,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667123/sorcery-contested-realm-gothic-demon-hunter-foil
Demonic Contract,1.45,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667124/sorcery-contested-realm-gothic-demonic-contract
Demonic Contract Foil,57.45,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667125/sorcery-contested-realm-gothic-demonic-contract-foil
Den of Evil,0.12,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667126/sorcery-contested-realm-gothic-den-of-evil
Den of Evil Foil,8.22,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667127/sorcery-contested-realm-gothic-den-of-evil-foil
Desecrate,0.21,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667128/sorcery-contested-realm-gothic-desecrate
Desecrate Foil,3.1,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667129/sorcery-contested-realm-gothic-desecrate-foil
Desecrated Ground,0.18,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667130/sorcery-contested-realm-gothic-desecrated-ground
Desecrated Ground Foil,2.27,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667131/sorcery-contested-realm-gothic-desecrated-ground-foil
Desecrator Kite,0.08,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667132/sorcery-contested-realm-gothic-desecrator-kite
Desecrator Kite Foil,5.38,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667133/sorcery-contested-realm-gothic-desecrator-kite-foil
Desert Bloom,0.15,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667134/sorcery-contested-realm-gothic-desert-bloom
Desert Bloom Foil,11.88,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667135/sorcery-contested-realm-gothic-desert-bloom-foil
Detonate,0.11,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667136/sorcery-contested-realm-gothic-detonate
Detonate Foil,5.65,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667137/sorcery-contested-realm-gothic-detonate-foil
Dhol Chants,0.55,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667140/sorcery-contested-realm-gothic-dhol-chants
Dhol Chants Foil,11.1,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667141/sorcery-contested-realm-gothic-dhol-chants-foil
Displace,0.12,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667142/sorcery-contested-realm-gothic-displace
Displace Foil,10.12,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667143/sorcery-contested-realm-gothic-displace-foil
Divine Intervention,4.65,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667144/sorcery-contested-realm-gothic-divine-intervention
Divine Intervention Foil,79.07,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667145/sorcery-contested-realm-gothic-divine-intervention-foil
Divine Lance,0.49,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667146/sorcery-contested-realm-gothic-divine-lance
Divine Lance Foil,12.84,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667147/sorcery-contested-realm-gothic-divine-lance-foil
Doctor Demetrius,14.27,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667148/sorcery-contested-realm-gothic-doctor-demetrius
Doctor Demetrius Foil,119.88,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667149/sorcery-contested-realm-gothic-doctor-demetrius-foil
Doomsday Cult,0.36,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667150/sorcery-contested-realm-gothic-doomsday-cult
Doomsday Cult Foil,5.18,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667151/sorcery-contested-realm-gothic-doomsday-cult-foil
Dormant Monstrosity,0.6,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667152/sorcery-contested-realm-gothic-dormant-monstrosity
Dormant Monstrosity Foil,15.97,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667153/sorcery-contested-realm-gothic-dormant-monstrosity-foil
Draconian Bonekite,4.62,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667154/sorcery-contested-realm-gothic-draconian-bonekite
Draconian Bonekite Foil,127.18,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667155/sorcery-contested-realm-gothic-draconian-bonekite-foil
Dread Thicket,0.74,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667156/sorcery-contested-realm-gothic-dread-thicket
Dread Thicket Foil,13.74,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667157/sorcery-contested-realm-gothic-dread-thicket-foil
Dreadwing,0.04,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667158/sorcery-contested-realm-gothic-dreadwing
Dreadwing Foil,5.73,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667159/sorcery-contested-realm-gothic-dreadwing-foil
Dredge,0.14,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667160/sorcery-contested-realm-gothic-dredge
Dredge Foil,2.4,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667161/sorcery-contested-realm-gothic-dredge-foil
Driftwood Marrows,0.15,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667162/sorcery-contested-realm-gothic-driftwood-marrows
Driftwood Marrows Foil,2.04,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667163/sorcery-contested-realm-gothic-driftwood-marrows-foil
Drowned,0.06,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667164/sorcery-contested-realm-gothic-drowned
Drowned Foil,3.39,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667165/sorcery-contested-realm-gothic-drowned-foil
Duplicator,9.79,Gothic,Standard,,https://www.tcgplayer.com/product/667166/sorcery-contested-realm-gothic-duplicator
Duplicator Foil,206.52,Gothic,Foil,,https://www.tcgplayer.com/product/667167/sorcery-contested-realm-gothic-duplicator-foil
Earl of the Ivory Towers,0.46,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667168/sorcery-contested-realm-gothic-earl-of-the-ivory-towers
Earl of the Ivory Towers Foil,7.54,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667169/sorcery-contested-realm-gothic-earl-of-the-ivory-towers-foil
Eclipse,29.11,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667170/sorcery-contested-realm-gothic-eclipse
Eclipse Foil,149.16,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667171/sorcery-contested-realm-gothic-eclipse-foil
Eerie Coral,0.13,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667172/sorcery-contested-realm-gothic-eerie-coral
Eerie Coral Foil,2.12,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667173/sorcery-contested-realm-gothic-eerie-coral-foil
Elder Ruins,0.86,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667174/sorcery-contested-realm-gothic-elder-ruins
Elder Ruins Foil,24.89,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667175/sorcery-contested-realm-gothic-elder-ruins-foil
Eltham Townsfolk,0.06,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667176/sorcery-contested-realm-gothic-eltham-townsfolk
Eltham Townsfolk Foil,2.69,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667177/sorcery-contested-realm-gothic-eltham-townsfolk-foil
Endless Fence,6.17,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667178/sorcery-contested-realm-gothic-endless-fence
Endless Fence Foil,61.03,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667179/sorcery-contested-realm-gothic-endless-fence-foil
Enduring Faith,0.15,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667180/sorcery-contested-realm-gothic-enduring-faith
Enduring Faith Foil,1.42,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667181/sorcery-contested-realm-gothic-enduring-faith-foil
Enraged Familiar,0.03,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667182/sorcery-contested-realm-gothic-enraged-familiar
Enraged Familiar Foil,3.0,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667183/sorcery-contested-realm-gothic-enraged-familiar-foil
Entombed,0.09,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667184/sorcery-contested-realm-gothic-entombed
Entombed Foil,1.79,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667185/sorcery-contested-realm-gothic-entombed-foil
Ersatz Platz,1.07,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667186/sorcery-contested-realm-gothic-ersatz-platz
Ersatz Platz Foil,47.9,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667187/sorcery-contested-realm-gothic-ersatz-platz-foil
Estranged Loner,0.17,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667188/sorcery-contested-realm-gothic-estranged-loner
Estranged Loner Foil,2.04,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667189/sorcery-contested-realm-gothic-estranged-loner-foil
Ether Core,42.91,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667190/sorcery-contested-realm-gothic-ether-core
Ether Core Foil,328.49,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667191/sorcery-contested-realm-gothic-ether-core-foil
Evil Twin,5.22,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667192/sorcery-contested-realm-gothic-evil-twin
Exhume,0.17,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667194/sorcery-contested-realm-gothic-exhume
Exhume Foil,2.31,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667195/sorcery-contested-realm-gothic-exhume-foil
Failed Mutation,0.18,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667196/sorcery-contested-realm-gothic-failed-mutation
Failed Mutation Foil,5.66,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667197/sorcery-contested-realm-gothic-failed-mutation-foil
Faith Incarnate,0.33,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667198/sorcery-contested-realm-gothic-faith-incarnate
Faith Incarnate Foil,7.9,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667199/sorcery-contested-realm-gothic-faith-incarnate-foil
Fallen Angel,0.2,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667200/sorcery-contested-realm-gothic-fallen-angel
Fallen Angel Foil,4.64,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667201/sorcery-contested-realm-gothic-fallen-angel-foil
Falling Star,0.54,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667202/sorcery-contested-realm-gothic-falling-star
Falling Star Foil,7.19,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667203/sorcery-contested-realm-gothic-falling-star-foil
False Idol,0.45,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667204/sorcery-contested-realm-gothic-false-idol
False Idol Foil,16.71,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667205/sorcery-contested-realm-gothic-false-idol-foil
Fatality,0.15,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667206/sorcery-contested-realm-gothic-fatality
Fatality Foil,1.66,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667207/sorcery-contested-realm-gothic-fatality-foil
Feign Death,0.19,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667208/sorcery-contested-realm-gothic-feign-death
Feign Death Foil,2.62,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667209/sorcery-contested-realm-gothic-feign-death-foil
Ferrymans Coin,0.14,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667210/sorcery-contested-realm-gothic-ferrymans-coin
Ferrymans Coin Foil,2.76,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667211/sorcery-contested-realm-gothic-ferrymans-coin-foil
Fertile Earth,0.52,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667212/sorcery-contested-realm-gothic-fertile-earth
Fertile Earth Foil,9.29,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667213/sorcery-contested-realm-gothic-fertile-earth-foil
Fields of Phyxis,0.24,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667214/sorcery-contested-realm-gothic-fields-of-phyxis
Fields of Phyxis Foil,4.41,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667215/sorcery-contested-realm-gothic-fields-of-phyxis-foil
Flagellant,0.15,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667216/sorcery-contested-realm-gothic-flagellant
Flagellant Foil,2.9,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667217/sorcery-contested-realm-gothic-flagellant-foil
Flame Strike,0.08,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667220/sorcery-contested-realm-gothic-flame-strike
Flame Strike Foil,8.47,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667221/sorcery-contested-realm-gothic-flame-strike-foil
Flame of the First Ones,3.31,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667218/sorcery-contested-realm-gothic-flame-of-the-first-ones
Flame of the First Ones Foil,74.95,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667219/sorcery-contested-realm-gothic-flame-of-the-first-ones-foil
Flaming Skull,0.09,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667222/sorcery-contested-realm-gothic-flaming-skull
Flaming Skull Foil,7.17,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667223/sorcery-contested-realm-gothic-flaming-skull-foil
Flayer,0.1,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667224/sorcery-contested-realm-gothic-flayer
Flayer Foil,7.06,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667225/sorcery-contested-realm-gothic-flayer-foil
Forgotten Tomb,0.69,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667226/sorcery-contested-realm-gothic-forgotten-tomb
Forgotten Tomb Foil,15.59,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667227/sorcery-contested-realm-gothic-forgotten-tomb-foil
Forlorn Keep,0.21,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667228/sorcery-contested-realm-gothic-forlorn-keep
Forlorn Keep Foil,4.2,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667229/sorcery-contested-realm-gothic-forlorn-keep-foil
Forsaken,0.07,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667230/sorcery-contested-realm-gothic-forsaken
Forsaken Crypt,0.22,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667232/sorcery-contested-realm-gothic-forsaken-crypt
Forsaken Crypt Foil,3.33,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667233/sorcery-contested-realm-gothic-forsaken-crypt-foil
Forsaken Foil,7.12,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667231/sorcery-contested-realm-gothic-forsaken-foil
Four Fat Frogs,0.25,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667234/sorcery-contested-realm-gothic-four-fat-frogs
Four Fat Frogs Foil,4.33,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667235/sorcery-contested-realm-gothic-four-fat-frogs-foil
Fowl Bones,0.1,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667236/sorcery-contested-realm-gothic-fowl-bones
Fowl Bones Foil,5.76,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667237/sorcery-contested-realm-gothic-fowl-bones-foil
Freeze,0.06,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667238/sorcery-contested-realm-gothic-freeze
Freeze Foil,4.27,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667239/sorcery-contested-realm-gothic-freeze-foil
Frozen Horror,0.15,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667240/sorcery-contested-realm-gothic-frozen-horror
Frozen Horror Foil,2.25,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667241/sorcery-contested-realm-gothic-frozen-horror-foil
Garden of Eden,38.66,Gothic,Standard,Unique,https://www.tcgplayer.com/product/667242/sorcery-contested-realm-gothic-garden-of-eden
Garden of Eden Foil,132.5,Gothic,Foil,Unique,https://www.tcgplayer.com/product/667243/sorcery-contested-realm-gothic-garden-of-eden-foil
Gargantula,2.68,Gothic,Standard,Elite,https://www.tcgplayer.com/product/667244/sorcery-contested-realm-gothic-gargantula
Gargantula Foil,32.34,Gothic,Foil,Elite,https://www.tcgplayer.com/product/667245/sorcery-contested-realm-gothic-gargantula-foil
Ghost Town,0.17,Gothic,Standard,Exceptional,https://www.tcgplayer.com/product/667248/sorcery-contested-realm-gothic-ghost-town
Ghost Town Foil,1.88,Gothic,Foil,Exceptional,https://www.tcgplayer.com/product/667249/sorcery-contested-realm-gothic-ghost-town-foil
Ghostfire,0.07,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667246/sorcery-contested-realm-gothic-ghostfire
Ghostfire Foil,3.05,Gothic,Foil,Ordinary,https://www.tcgplayer.com/product/667247/sorcery-contested-realm-gothic-ghostfire-foil
Ghoul,0.11,Gothic,Standard,Ordinary,https://www.tcgplayer.com/product/667250/sorcery-contested-realm-gothic-ghoul
