name,price,expansion,finish,rarity,art_link
City of Glass,18.22,Gothic,Standard,Unique,got-city_of_glass-b-s
City of Glass Foil,99.85,Gothic,Foil,Unique,got-city_of_glass-b-f
City of Plenty,7.73,Gothic,Standard,Unique,got-city_of_plenty-b-s
City of Souls,24.13,Gothic,Standard,Unique,got-city_of_souls-b-s
City of Souls Foil,79.89,Gothic,Foil,Unique,got-city_of_souls-b-f
City of Traitors,5.73,Gothic,Standard,Unique,got-city_of_traitors-b-s
City of Traitors Foil,96.74,Gothic,Foil,Unique,got-city_of_traitors-b-f
Clairvoyant,0.47,Gothic,Standard,Elite,got-clairvoyant-b-s
Clairvoyant Foil,12.88,Gothic,Foil,Elite,got-clairvoyant-b-f
Clay Golem,0.14,Gothic,Standard,Exceptional,got-clay_golem-b-s
Clay Golem Foil,2.96,Gothic,Foil,Exceptional,got-clay_golem-b-f
Consecrate,0.16,Gothic,Standard,Exceptional,got-consecrate-b-s
Consecrate Foil,2.45,Gothic,Foil,Exceptional,got-consecrate-b-f
Consecrated Ground,0.18,Gothic,Standard,Exceptional,got-consecrated_ground-b-s
Consecrated Ground Foil,2.47,Gothic,Foil,Exceptional,got-consecrated_ground-b-f
Corpse Catapult,0.32,Gothic,Standard,Elite,got-corpse_catapult-b-s
Corpse Catapult Foil,5.62,Gothic,Foil,Elite,got-corpse_catapult-b-f
Corpse Explosion,0.41,Gothic,Standard,Elite,got-corpse_explosion-b-s
Corpse Explosion Foil,5.12,Gothic,Foil,Elite,got-corpse_explosion-b-f
Corruptor,0.43,Gothic,Standard,,got-corruptor-b-s
Corruptor Foil,53.13,Gothic,Foil,,got-corruptor-b-f
Corruptor Freak,0.21,Gothic,Standard,Exceptional,got-corruptor_freak-b-s
Corruptor Freak Foil,2.13,Gothic,Foil,Exceptional,got-corruptor_freak-b-f
Cranky Overseer,0.48,Gothic,Standard,Elite,got-cranky_overseer-b-s
Cranky Overseer Foil,9.72,Gothic,Foil,Elite,got-cranky_overseer-b-f
Crawler,0.04,Gothic,Standard,Ordinary,got-crawler-b-s
Crawler Foil,3.59,Gothic,Foil,Ordinary,got-crawler-b-f
Crawling Congregation,0.51,Gothic,Standard,Elite,got-crawling_congregation-b-s
Crawling Congregation Foil,8.71,Gothic,Foil,Elite,got-crawling_congregation-b-f
Croaking Swamp,0.12,Gothic,Standard,Ordinary,got-croaking_swamp-b-s
Croaking Swamp Foil,7.29,Gothic,Foil,Ordinary,got-croaking_swamp-b-f
Croll Morlocks,0.16,Gothic,Standard,Exceptional,got-croll_morlocks-b-s
Croll Morlocks Foil,2.25,Gothic,Foil,Exceptional,got-croll_morlocks-b-f
Crucifix,0.47,Gothic,Standard,Elite,got-crucifix-b-s
Crucifix Foil,18.64,Gothic,Foil,Elite,got-crucifix-b-f
Cursed Iron,0.42,Gothic,Standard,Elite,got-cursed_iron-b-s
Cursed Iron Foil,10.99,Gothic,Foil,Elite,got-cursed_iron-b-f
Dank Omphalos,60.3,Gothic,Standard,Unique,got-dank_omphalos-b-s
Dank Omphalos Foil,194.12,Gothic,Foil,Unique,got-dank_omphalos-b-f
Dark Alley,0.17,Gothic,Standard,Exceptional,got-dark_alley-b-s
Dark Alley Foil,3.21,Gothic,Foil,Exceptional,got-dark_alley-b-f
Darkest Dungeon,3.74,Gothic,Standard,Unique,got-darkest_dungeon-b-s
Day of Judgment,5.22,Gothic,Standard,Unique,got-day_of_judgment-b-s
Day of Judgment Foil,70.4,Gothic,Foil,Unique,got-day_of_judgment-b-f
De Vermis Mysteriis,6.6,Gothic,Standard,Unique,got-de_vermis_mysteriis-b-s
Death Knight,0.24,Gothic,Standard,Exceptional,got-death_knight-b-s
Death Knight Foil,2.61,Gothic,Foil,Exceptional,got-death_knight-b-f
Deathwish,4.64,Gothic,Standard,Unique,got-deathwish-b-s
Deathwish Foil,81.28,Gothic,Foil,Unique,got-deathwish-b-f
Deep Sea,0.57,Gothic,Standard,Exceptional,got-deep_sea-b-s
Deep Sea Foil,10.69,Gothic,Foil,Exceptional,got-deep_sea-b-f
Defiler Spire,7.34,Gothic,Standard,Unique,got-defiler_spire-b-s
Deliverance,4.6,Gothic,Standard,Unique,got-deliverance-b-s
Deliverance Foil,51.65,Gothic,Foil,Unique,got-deliverance-b-f
Demon Hunter,0.14,Gothic,Standard,Exceptional,got-demon_hunter-b-s
Demon Hunter Foil,1.93,Gothic,Foil,Exceptional,got-demon_hunter-b-f
Demonic Contract,1.42,Gothic,Standard,Elite,got-demonic_contract-b-s
Demonic Contract Foil,57.45,Gothic,Foil,Elite,got-demonic_contract-b-f
Den of Evil,0.14,Gothic,Standard,Ordinary,got-den_of_evil-b-s
Den of Evil Foil,8.19,Gothic,Foil,Ordinary,got-den_of_evil-b-f
Desecrate,0.21,Gothic,Standard,Exceptional,got-desecrate-b-s
Desecrate Foil,3.19,Gothic,Foil,Exceptional,got-desecrate-b-f
Desecrated Ground,0.21,Gothic,Standard,Exceptional,got-desecrated_ground-b-s
Desecrated Ground Foil,2.34,Gothic,Foil,Exceptional,got-desecrated_ground-b-f
Desecrator Kite,0.08,Gothic,Standard,Ordinary,got-desecrator_kite-b-s
Desecrator Kite Foil,5.38,Gothic,Foil,Ordinary,got-desecrator_kite-b-f
Desert Bloom,0.15,Gothic,Standard,Ordinary,got-desert_bloom-b-s
Desert Bloom Foil,11.99,Gothic,Foil,Ordinary,got-desert_bloom-b-f
Detonate,0.11,Gothic,Standard,Ordinary,got-detonate-b-s
Detonate Foil,5.65,Gothic,Foil,Ordinary,got-detonate-b-f
Dhol Chants,0.52,Gothic,Standard,Elite,got-dhol_chants-b-s
Dhol Chants Foil,11.1,Gothic,Foil,Elite,got-dhol_chants-b-f
Displace,0.13,Gothic,Standard,Ordinary,got-displace-b-s
Displace Foil,10.12,Gothic,Foil,Ordinary,got-displace-b-f
Divine Intervention,4.62,Gothic,Standard,Unique,got-divine_intervention-b-s
Divine Intervention Foil,79.07,Gothic,Foil,Unique,got-divine_intervention-b-f
Divine Lance,0.49,Gothic,Standard,Elite,got-divine_lance-b-s
Divine Lance Foil,12.84,Gothic,Foil,Elite,got-divine_lance-b-f
Doctor Demetrius,14.38,Gothic,Standard,Unique,got-doctor_demetrius-b-s
Doctor Demetrius Foil,119.88,Gothic,Foil,Unique,got-doctor_demetrius-b-f
Doomsday Cult,0.4,Gothic,Standard,Elite,got-doomsday_cult-b-s
Doomsday Cult Foil,5.18,Gothic,Foil,Elite,got-doomsday_cult-b-f
Dormant Monstrosity,0.64,Gothic,Standard,Elite,got-dormant_monstrosity-b-s
Dormant Monstrosity Foil,14.03,Gothic,Foil,Elite,got-dormant_monstrosity-b-f
Draconian Bonekite,4.78,Gothic,Standard,Unique,got-draconian_bonekite-b-s
Draconian Bonekite Foil,127.18,Gothic,Foil,Unique,got-draconian_bonekite-b-f
Dread Thicket,0.75,Gothic,Standard,Elite,got-dread_thicket-b-s
Dread Thicket Foil,13.74,Gothic,Foil,Elite,got-dread_thicket-b-f
Dreadwing,0.04,Gothic,Standard,Ordinary,got-dreadwing-b-s
Dreadwing Foil,5.85,Gothic,Foil,Ordinary,got-dreadwing-b-f
Dredge,0.14,Gothic,Standard,Exceptional,got-dredge-b-s
Dredge Foil,2.37,Gothic,Foil,Exceptional,got-dredge-b-f
Driftwood Marrows,0.15,Gothic,Standard,Exceptional,got-driftwood_marrows-b-s
Driftwood Marrows Foil,2.05,Gothic,Foil,Exceptional,got-driftwood_marrows-b-f
Drowned,0.06,Gothic,Standard,Ordinary,got-drowned-b-s
Drowned Foil,3.41,Gothic,Foil,Ordinary,got-drowned-b-f
Duplicator,9.11,Gothic,Standard,,got-duplicator-b-s
Duplicator Foil,206.52,Gothic,Foil,,got-duplicator-b-f
Earl of the Ivory Towers,0.54,Gothic,Standard,Elite,got-earl_of_the_ivory_towers-b-s
Earl of the Ivory Towers Foil,7.54,Gothic,Foil,Elite,got-earl_of_the_ivory_towers-b-f
Eclipse,29.41,Gothic,Standard,Unique,got-eclipse-b-s
Eclipse Foil,149.16,Gothic,Foil,Unique,got-eclipse-b-f
Eerie Coral,0.13,Gothic,Standard,Exceptional,got-eerie_coral-b-s
Eerie Coral Foil,2.14,Gothic,Foil,Exceptional,got-eerie_coral-b-f
Elder Ruins,0.9,Gothic,Standard,Elite,got-elder_ruins-b-s
Elder Ruins Foil,24.89,Gothic,Foil,Elite,got-elder_ruins-b-f
Eltham Townsfolk,0.06,Gothic,Standard,Ordinary,got-eltham_townsfolk-b-s
Eltham Townsfolk Foil,2.73,Gothic,Foil,Ordinary,got-eltham_townsfolk-b-f
Endless Fence,6.62,Gothic,Standard,Unique,got-endless_fence-b-s
Endless Fence Foil,61.03,Gothic,Foil,Unique,got-endless_fence-b-f
Enduring Faith,0.16,Gothic,Standard,Exceptional,got-enduring_faith-b-s
Enduring Faith Foil,1.45,Gothic,Foil,Exceptional,got-enduring_faith-b-f
Enraged Familiar,0.03,Gothic,Standard,Ordinary,got-enraged_familiar-b-s
Enraged Familiar Foil,3.0,Gothic,Foil,Ordinary,got-enraged_familiar-b-f
Entombed,0.09,Gothic,Standard,Ordinary,got-entombed-b-s
Entombed Foil,1.79,Gothic,Foil,Ordinary,got-entombed-b-f
Ersatz Platz,1.12,Gothic,Standard,Elite,got-ersatz_platz-b-s
Ersatz Platz Foil,47.9,Gothic,Foil,Elite,got-ersatz_platz-b-f
Estranged Loner,0.18,Gothic,Standard,Exceptional,got-estranged_loner-b-s
Estranged Loner Foil,2.04,Gothic,Foil,Exceptional,got-estranged_loner-b-f
Ether Core,43.51,Gothic,Standard,Unique,got-ether_core-b-s
Ether Core Foil,322.5,Gothic,Foil,Unique,got-ether_core-b-f
Evil Twin,5.42,Gothic,Standard,Unique,got-evil_twin-b-s
Exhume,0.17,Gothic,Standard,Exceptional,got-exhume-b-s
Exhume Foil,2.36,Gothic,Foil,Exceptional,got-exhume-b-f
Failed Mutation,0.2,Gothic,Standard,Exceptional,got-failed_mutation-b-s
Failed Mutation Foil,5.44,Gothic,Foil,Exceptional,got-failed_mutation-b-f
Faith Incarnate,0.38,Gothic,Standard,Elite,got-faith_incarnate-b-s
Faith Incarnate Foil,7.9,Gothic,Foil,Elite,got-faith_incarnate-b-f
Fallen Angel,0.21,Gothic,Standard,Exceptional,got-fallen_angel-b-s
Fallen Angel Foil,5.22,Gothic,Foil,Exceptional,got-fallen_angel-b-f
Falling Star,0.56,Gothic,Standard,Elite,got-falling_star-b-s
Falling Star Foil,7.19,Gothic,Foil,Elite,got-falling_star-b-f
False Idol,0.38,Gothic,Standard,Elite,got-false_idol-b-s
False Idol Foil,20.38,Gothic,Foil,Elite,got-false_idol-b-f
Fatality,0.16,Gothic,Standard,Exceptional,got-fatality-b-s
Fatality Foil,1.66,Gothic,Foil,Exceptional,got-fatality-b-f
Feign Death,0.2,Gothic,Standard,Exceptional,got-feign_death-b-s
Feign Death Foil,2.62,Gothic,Foil,Exceptional,got-feign_death-b-f
Ferrymans Coin,0.14,Gothic,Standard,Exceptional,got-ferrymans_coin-b-s
Ferrymans Coin Foil,2.76,Gothic,Foil,Exceptional,got-ferrymans_coin-b-f
Fertile Earth,0.54,Gothic,Standard,Exceptional,got-fertile_earth-b-s
Fertile Earth Foil,9.21,Gothic,Foil,Exceptional,got-fertile_earth-b-f
Fields of Phyxis,0.3,Gothic,Standard,Exceptional,got-fields_of_phyxis-b-s
Fields of Phyxis Foil,4.41,Gothic,Foil,Exceptional,got-fields_of_phyxis-b-f
Flagellant,0.15,Gothic,Standard,Exceptional,got-flagellant-b-s
Flagellant Foil,2.9,Gothic,Foil,Exceptional,got-flagellant-b-f
Flame Strike,0.08,Gothic,Standard,Ordinary,got-flame_strike-b-s
Flame Strike Foil,8.47,Gothic,Foil,Ordinary,got-flame_strike-b-f
Flame of the First Ones,3.38,Gothic,Standard,Unique,got-flame_of_the_first_ones-b-s
Flaming Skull,0.09,Gothic,Standard,Ordinary,got-flaming_skull-b-s
Flaming Skull Foil,7.21,Gothic,Foil,Ordinary,got-flaming_skull-b-f
Flayer,0.11,Gothic,Standard,Ordinary,got-flayer-b-s
Flayer Foil,7.06,Gothic,Foil,Ordinary,got-flayer-b-f
Forgotten Tomb,0.72,Gothic,Standard,Elite,got-forgotten_tomb-b-s
Forgotten Tomb Foil,15.62,Gothic,Foil,Elite,got-forgotten_tomb-b-f
Forlorn Keep,0.22,Gothic,Standard,Exceptional,got-forlorn_keep-b-s
Forlorn Keep Foil,4.27,Gothic,Foil,Exceptional,got-forlorn_keep-b-f
Forsaken,0.07,Gothic,Standard,Ordinary,got-forsaken-b-s
Forsaken Crypt,0.24,Gothic,Standard,Exceptional,got-forsaken_crypt-b-s
Forsaken Crypt Foil,3.34,Gothic,Foil,Exceptional,got-forsaken_crypt-b-f
Forsaken Foil,7.47,Gothic,Foil,Ordinary,got-forsaken-b-f
Four Fat Frogs,0.26,Gothic,Standard,Exceptional,got-four_fat_frogs-b-s
Four Fat Frogs Foil,4.43,Gothic,Foil,Exceptional,got-four_fat_frogs-b-f
Fowl Bones,0.11,Gothic,Standard,Ordinary,got-fowl_bones-b-s
Fowl Bones Foil,5.8,Gothic,Foil,Ordinary,got-fowl_bones-b-f
Freeze,0.06,Gothic,Standard,Ordinary,got-freeze-b-s
Freeze Foil,4.27,Gothic,Foil,Ordinary,got-freeze-b-f
Frozen Horror,0.15,Gothic,Standard,Exceptional,got-frozen_horror-b-s
Frozen Horror Foil,2.3,Gothic,Foil,Exceptional,got-frozen_horror-b-f
Garden of Eden,38.55,Gothic,Standard,Unique,got-garden_of_eden-b-s
Garden of Eden Foil,132.5,Gothic,Foil,Unique,got-garden_of_eden-b-f
Gargantula,1.85,Gothic,Standard,Elite,got-gargantula-b-s
Gargantula Foil,28.36,Gothic,Foil,Elite,got-gargantula-b-f
Ghost Town,0.17,Gothic,Standard,Exceptional,got-ghost_town-b-s
Ghost Town Foil,1.96,Gothic,Foil,Exceptional,got-ghost_town-b-f
Ghostfire,0.07,Gothic,Standard,Ordinary,got-ghostfire-b-s
Ghostfire Foil,3.05,Gothic,Foil,Ordinary,got-ghostfire-b-f
Ghoul,0.11,Gothic,Standard,Ordinary,got-ghoul-b-s
Ghoul Foil,6.32,Gothic,Foil,Ordinary,got-ghoul-b-f
Gibbous Nightgaunts,0.25,Gothic,Standard,Exceptional,got-gibbous_nightgaunts-b-s
Gibbous Nightgaunts Foil,1.84,Gothic,Foil,Exceptional,got-gibbous_nightgaunts-b-f
Gift of the Frog,0.14,Gothic,Standard,Ordinary,got-gift_of_the_frog-b-s
Gift of the Frog Foil,8.53,Gothic,Foil,Ordinary,got-gift_of_the_frog-b-f
Gift of the Raven,0.16,Gothic,Standard,Ordinary,got-gift_of_the_raven-b-s
Gift of the Raven Foil,3.85,Gothic,Foil,Ordinary,got-gift_of_the_raven-b-f
Gift of the Serpent,0.14,Gothic,Standard,Ordinary,got-gift_of_the_serpent-b-s
Gift of the Serpent Foil,5.29,Gothic,Foil,Ordinary,got-gift_of_the_serpent-b-f
Gift of the Wolf,0.14,Gothic,Standard,Ordinary,got-gift_of_the_wolf-b-s
Gift of the Wolf Foil,11.13,Gothic,Foil,Ordinary,got-gift_of_the_wolf-b-f
Gilman House,20.76,Gothic,Standard,Unique,got-gilman_house-b-s
Gilman House Foil,64.24,Gothic,Foil,Unique,got-gilman_house-b-f
Gloam Toads,0.55,Gothic,Standard,Elite,got-gloam_toads-b-s
Gloam Toads Foil,15.74,Gothic,Foil,Elite,got-gloam_toads-b-f
Gnarled Wendigo,0.23,Gothic,Standard,Exceptional,got-gnarled_wendigo-b-s
Gnarled Wendigo Foil,3.67,Gothic,Foil,Exceptional,got-gnarled_wendigo-b-f
Goat for Azazel,10.94,Gothic,Standard,Unique,got-goat_for_azazel-b-s
Goat for Azazel Foil,121.74,Gothic,Foil,Unique,got-goat_for_azazel-b-f
Golden Dawn,1.82,Gothic,Standard,Unique,got-golden_dawn-b-s
Golden Dawn Foil,43.67,Gothic,Foil,Unique,got-golden_dawn-b-f
Golgor,0.41,Gothic,Standard,Elite,got-golgor-b-s
Golgor Foil,9.55,Gothic,Foil,Elite,got-golgor-b-f
Gossamer Ghost,0.06,Gothic,Standard,Ordinary,got-gossamer_ghost-b-s
Gossamer Ghost Foil,1.68,Gothic,Foil,Ordinary,got-gossamer_ghost-b-f
Gothic Booster Box,142.68,Gothic,Standard,,
Gothic Booster Case,820.15,Gothic,Standard,,
Gothic Booster Pack,6.52,Gothic,Standard,,
Granary Rats,0.12,Gothic,Standard,Ordinary,got-granary_rats-b-s
Granary Rats Foil,4.06,Gothic,Foil,Ordinary,got-granary_rats-b-f
Grasping Ground,0.43,Gothic,Standard,Elite,got-grasping_ground-b-s
Grasping Ground Foil,7.84,Gothic,Foil,Elite,got-grasping_ground-b-f
Gravedigger,0.13,Gothic,Standard,Exceptional,got-gravedigger-b-s
Gravedigger Foil,2.07,Gothic,Foil,Exceptional,got-gravedigger-b-f
Greater Blood Demon,0.45,Gothic,Standard,Elite,got-greater_blood_demon-b-s
Greater Blood Demon Foil,12.09,Gothic,Foil,Elite,got-greater_blood_demon-b-f
Grief Larvae,0.13,Gothic,Standard,Ordinary,got-grief_larvae-b-s
Grief Larvae Foil,2.74,Gothic,Foil,Ordinary,got-grief_larvae-b-f
Grigori Rasputin,24.69,Gothic,Standard,Unique,got-grigori_rasputin-b-s
Grigori Rasputin Foil,109.08,Gothic,Foil,Unique,got-grigori_rasputin-b-f
Guardian Angel,0.17,Gothic,Standard,Exceptional,got-guardian_angel-b-s
Guardian Angel Foil,2.86,Gothic,Foil,Exceptional,got-guardian_angel-b-f
Hand of Glory,0.14,Gothic,Standard,Exceptional,got-hand_of_glory-b-s
Hand of Glory Foil,2.27,Gothic,Foil,Exceptional,got-hand_of_glory-b-f
Harbinger,0.3,Gothic,Standard,,got-harbinger-pd-s
Harbinger Foil,9.38,Gothic,Foil,,got-harbinger-b-f
Harpyon Urge,0.13,Gothic,Standard,Exceptional,got-harpyon_urge-b-s
Harpyon Urge Foil,1.34,Gothic,Foil,Exceptional,got-harpyon_urge-b-f
Harvest Festival,0.17,Gothic,Standard,Exceptional,got-harvest_festival-b-s
Harvest Festival Foil,1.51,Gothic,Foil,Exceptional,got-harvest_festival-b-f
Hauntless Head,0.19,Gothic,Standard,Exceptional,got-hauntless_head-b-s
Hauntless Head Foil,3.23,Gothic,Foil,Exceptional,got-hauntless_head-b-f
Haystack,0.27,Gothic,Standard,Exceptional,got-haystack-b-s
Haystack Foil,4.52,Gothic,Foil,Exceptional,got-haystack-b-f
Hearkening Kraken,0.16,Gothic,Standard,Exceptional,got-hearkening_kraken-b-s
Hearkening Kraken Foil,1.87,Gothic,Foil,Exceptional,got-hearkening_kraken-b-f
Heirloom Lost,0.63,Gothic,Standard,Elite,got-heirloom_lost-b-s
Heirloom Lost Foil,13.58,Gothic,Foil,Elite,got-heirloom_lost-b-f
Hellfire,0.8,Gothic,Standard,Elite,got-hellfire-b-s
Hellfire Foil,10.55,Gothic,Foil,Elite,got-hellfire-b-f
Hellhounds,0.08,Gothic,Standard,Ordinary,got-hellhounds-b-s
Hellhounds Foil,3.74,Gothic,Foil,Ordinary,got-hellhounds-b-f
Hellmouth,5.05,Gothic,Standard,Unique,got-hellmouth-b-s
Hellstar,6.92,Gothic,Standard,Unique,got-hellstar-b-s
Hemogoblet,0.48,Gothic,Standard,Elite,got-hemogoblet-b-s
Hemogoblet Foil,18.33,Gothic,Foil,Elite,got-hemogoblet-b-f
Hemogoblin,0.64,Gothic,Standard,Elite,got-hemogoblin-b-s
Hemogoblin Foil,14.23,Gothic,Foil,Elite,got-hemogoblin-b-f
Hemogolem,0.38,Gothic,Standard,Elite,got-hemogolem-b-s
Hemogolem Foil,8.68,Gothic,Foil,Elite,got-hemogolem-b-f
Heretics of Seth,0.13,Gothic,Standard,Exceptional,got-heretics_of_seth-b-s
Heretics of Seth Foil,1.36,Gothic,Foil,Exceptional,got-heretics_of_seth-b-f
Hillside Chapel,0.11,Gothic,Standard,Ordinary,got-hillside_chapel-b-s
Hillside Chapel Foil,4.21,Gothic,Foil,Ordinary,got-hillside_chapel-b-f
Hollow One,0.1,Gothic,Standard,Exceptional,got-hollow_one-b-s
Hollow One Foil,1.2,Gothic,Foil,Exceptional,got-hollow_one-b-f
Holy Nova,0.16,Gothic,Standard,Exceptional,got-holy_nova-b-s
Holy Nova Foil,2.89,Gothic,Foil,Exceptional,got-holy_nova-b-f
Holy Warrior,0.07,Gothic,Standard,Ordinary,got-holy_warrior-b-s
Holy Warrior Foil,4.5,Gothic,Foil,Ordinary,got-holy_warrior-b-f
Holy Water,0.15,Gothic,Standard,Exceptional,got-holy_water-b-s
Holy Water Foil,1.71,Gothic,Foil,Exceptional,got-holy_water-b-f
Homecoming,0.61,Gothic,Standard,Elite,got-homecoming-b-s
Homecoming Foil,12.47,Gothic,Foil,Elite,got-homecoming-b-f
Horns of Behemoth,6.79,Gothic,Standard,Unique,got-horns_of_behemoth-b-s
Horrible Hybrids,0.11,Gothic,Standard,Ordinary,got-horrible_hybrids-b-s
Horrible Hybrids Foil,8.86,Gothic,Foil,Ordinary,got-horrible_hybrids-b-f
Hotwheel,0.22,Gothic,Standard,Exceptional,got-hotwheel-b-s
Hotwheel Foil,6.58,Gothic,Foil,Exceptional,got-hotwheel-b-f
Howl from Beyond,5.73,Gothic,Standard,Unique,got-howl_from_beyond-b-s
Hyperparasite,0.26,Gothic,Standard,Elite,got-hyperparasite-b-s
Hyperparasite Foil,6.07,Gothic,Foil,Elite,got-hyperparasite-b-f
I Am Colossus,5.21,Gothic,Standard,Unique,got-i_am_colossus-b-s
I Am Colossus Foil,45.89,Gothic,Foil,Unique,got-i_am_colossus-b-f
Ice Shards,0.13,Gothic,Standard,Ordinary,got-ice_shards-b-s
Ice Shards Foil,2.59,Gothic,Foil,Ordinary,got-ice_shards-b-f
Ignited,0.1,Gothic,Standard,Ordinary,got-ignited-b-s
Ignited Foil,5.58,Gothic,Foil,Ordinary,got-ignited-b-f
Imposter,23.11,Gothic,Standard,,got-imposter-b-s
Imposter Foil,326.75,Gothic,Foil,,got-imposter-b-f
Infusion Factory,0.62,Gothic,Standard,Elite,got-infusion_factory-b-s
Infusion Factory Foil,7.81,Gothic,Foil,Elite,got-infusion_factory-b-f
Innsmouth Dock,22.02,Gothic,Standard,Unique,got-innsmouth_dock-b-s
Innsmouth Dock Foil,70.04,Gothic,Foil,Unique,got-innsmouth_dock-b-f
Instigator Imp,0.11,Gothic,Standard,Ordinary,got-instigator_imp-b-s
Instigator Imp Foil,4.27,Gothic,Foil,Ordinary,got-instigator_imp-b-f
Interrogator,0.65,Gothic,Standard,,got-interrogator-b-s
Interrogator Foil,85.63,Gothic,Foil,,got-interrogator-b-f
Into the Abyss,0.65,Gothic,Standard,Elite,got-into_the_abyss-b-s
Into the Abyss Foil,17.16,Gothic,Foil,Elite,got-into_the_abyss-b-f
Intrepid Hero,0.17,Gothic,Standard,Exceptional,got-intrepid_hero-b-s
Intrepid Hero Foil,2.15,Gothic,Foil,Exceptional,got-intrepid_hero-b-f
Invigorate,0.22,Gothic,Standard,Exceptional,got-invigorate-b-s
Invigorate Foil,3.63,Gothic,Foil,Exceptional,got-invigorate-b-f
Iron Maiden,0.44,Gothic,Standard,Elite,got-iron_maiden-b-s
Iron Maiden Foil,22.9,Gothic,Foil,Elite,got-iron_maiden-b-f
Ironclad,0.85,Gothic,Standard,,got-ironclad-b-s
Ironclad Foil,110.32,Gothic,Foil,,got-ironclad-b-f
Jack the Ripper,14.6,Gothic,Standard,Unique,got-jack_the_ripper-b-s
Jack the Ripper Foil,95.32,Gothic,Foil,Unique,got-jack_the_ripper-b-f
Key to the City,31.43,Gothic,Standard,Unique,got-key_to_the_city-b-s
Key to the City Foil,223.9,Gothic,Foil,Unique,got-key_to_the_city-b-f
Khamaseen Mummy,0.16,Gothic,Standard,Exceptional,got-khamaseen_mummy-b-s
Khamaseen Mummy Foil,1.95,Gothic,Foil,Exceptional,got-khamaseen_mummy-b-f
Kiss of Death,0.33,Gothic,Standard,Exceptional,got-kiss_of_death-b-s
Kiss of Death Foil,3.43,Gothic,Foil,Exceptional,got-kiss_of_death-b-f
Kiss of Judas,13.36,Gothic,Standard,Unique,got-kiss_of_judas-b-s
Kiss of Judas Foil,215.92,Gothic,Foil,Unique,got-kiss_of_judas-b-f
Kissers of Wounds,0.11,Gothic,Standard,Exceptional,got-kissers_of_wounds-b-s
Kissers of Wounds Foil,3.38,Gothic,Foil,Exceptional,got-kissers_of_wounds-b-f
Kor Crematory,6.25,Gothic,Standard,Unique,got-kor_crematory-b-s
Koscheis Egg,4.8,Gothic,Standard,Unique,got-koscheis_egg-b-s
Koscheis Egg Foil,145.0,Gothic,Foil,Unique,got-koscheis_egg-b-f
Lacuna Entity,0.97,Gothic,Standard,Elite,got-lacuna_entity-b-s
Lacuna Entity Foil,20.18,Gothic,Foil,Elite,got-lacuna_entity-b-f
Landmass,0.16,Gothic,Standard,Ordinary,got-landmass-b-s
Landmass Foil,11.81,Gothic,Foil,Ordinary,got-landmass-b-f
Lash,0.03,Gothic,Standard,Ordinary,got-lash-b-s
Lash Foil,3.09,Gothic,Foil,Ordinary,got-lash-b-f
Leadworks,0.1,Gothic,Standard,Ordinary,got-leadworks-b-s
Leadworks Foil,6.25,Gothic,Foil,Ordinary,got-leadworks-b-f
Legion of Gall,1.83,Gothic,Standard,Elite,got-legion_of_gall-b-s
Legion of Gall Foil,16.37,Gothic,Foil,Elite,got-legion_of_gall-b-f
Lesser Blood Demon,0.13,Gothic,Standard,Ordinary,got-lesser_blood_demon-b-s
Lesser Blood Demon Foil,3.63,Gothic,Foil,Ordinary,got-lesser_blood_demon-b-f
Lifewish,4.23,Gothic,Standard,Unique,got-lifewish-b-s
Lifewish Foil,113.85,Gothic,Foil,Unique,got-lifewish-b-f
Lilith,47.19,Gothic,Standard,Unique,got-lilith-b-s
Lilith Foil,190.04,Gothic,Foil,Unique,got-lilith-b-f
Locusts of Illyria,4.58,Gothic,Standard,Unique,got-locusts_of_illyria-b-s
Lord of Destruction,0.67,Gothic,Standard,Elite,got-lord_of_destruction-b-s
Lord of Destruction Foil,14.98,Gothic,Foil,Elite,got-lord_of_destruction-b-f
Lord of Fear,0.65,Gothic,Standard,Elite,got-lord_of_fear-b-s
Lord of Fear Foil,15.94,Gothic,Foil,Elite,got-lord_of_fear-b-f
Lord of Greed,0.84,Gothic,Standard,Elite,got-lord_of_greed-b-s
Lord of Greed Foil,35.97,Gothic,Foil,Elite,got-lord_of_greed-b-f
Lord of Lies,1.85,Gothic,Standard,Elite,got-lord_of_lies-b-s
Lord of Lies Foil,30.61,Gothic,Foil,Elite,got-lord_of_lies-b-f
Lucid Dreamers,0.81,Gothic,Standard,Elite,got-lucid_dreamers-b-s
Lucid Dreamers Foil,7.3,Gothic,Foil,Elite,got-lucid_dreamers-b-f
Lure,0.14,Gothic,Standard,Ordinary,got-lure-b-s
Lure Foil,5.19,Gothic,Foil,Ordinary,got-lure-b-f
Magician,17.73,Gothic,Standard,,got-magician-b-s
Magician Foil,445.98,Gothic,Foil,,got-magician-b-f
Maiden Mother Crone,65.02,Gothic,Standard,Unique,got-maiden_mother_crone-b-s
Makeshift Barricade,0.08,Gothic,Standard,Ordinary,got-makeshift_barricade-b-s
Makeshift Barricade Foil,3.21,Gothic,Foil,Ordinary,got-makeshift_barricade-b-f
Malakhim,0.26,Gothic,Standard,Elite,got-malakhim-b-s
Malakhim Foil,11.0,Gothic,Foil,Elite,got-malakhim-b-f
Mandrake Jars,0.09,Gothic,Standard,Exceptional,got-mandrake_jars-b-s
